1352,2,15
1352,2,15
855,776,0
696,749,0
682,753,0
677,753,0
684,748,0
686,760,1
693,772,1
665,777,1
706,774,1
698,773,1
667,751,2
692,769,2
669,750,2
681,760,2
685,740,2
659,742,3
669,738,3
664,744,3
672,742,3
668,746,3
672,745,4
680,760,4
682,748,4
676,752,4
680,757,4
689,768,5
668,756,5
686,764,5
683,760,5
677,756,5
682,763,6
681,759,6
680,759,6
679,763,6
682,765,6
669,753,7
677,759,7
681,757,7
676,762,7
678,763,7
672,749,7
637,729,8
650,724,8
655,735,8
654,739,8
668,765,8
676,748,9
668,761,9
678,766,9
679,767,9
668,762,9
