2530,2946,0
2490,2946,0
2489,2950,0
2486,2953,0
2483,2951,0
2481,2952,1
2486,2955,1
2486,2948,1
2481,2955,1
2478,2952,1
2475,2949,2
2474,2948,2
2475,2950,2
2479,2945,2
2478,2938,2
2480,2938,3
2471,2944,3
2476,2942,3
2472,2944,3
2472,2933,3
2465,2936,4
2463,2935,4
2467,2933,4
2467,2937,4
2460,2938,4
2459,2931,5
2455,2932,5
2457,2927,5
2461,2932,5
2461,2923,5
2461,2918,6
2451,2921,6
2452,2923,6
2454,2923,6
2451,2920,6
2450,2916,7
2444,2923,7
2444,2916,7
2447,2911,7
2441,2912,7
2446,2917,8
2441,2914,8
2438,2909,8
2439,2913,8
2441,2911,8
2438,2909,9
2435,2909,9
2430,2903,9
2430,2905,9
2436,2905,9
2435,2899,10
2430,2901,10
2429,2898,10
2429,2894,10
2427,2897,10
2429,2893,11
2418,2901,11
2424,2893,11
2418,2889,11
2416,2888,11
2420,2887,12
2421,2886,12
2416,2886,12
2415,2885,12
2416,2880,12
2414,2884,13
2414,2885,13
2412,2885,13
2407,2878,13
2405,2878,13
2408,2880,14
2409,2876,14
2408,2880,14
2408,2868,14
2409,2866,14
2398,2867,15
2403,2869,15
2401,2861,15
2396,2862,15
2401,2859,15
2400,2859,15
2396,2860,16
2394,2863,16
2391,2859,16
2393,2853,16
2386,2859,16
2390,2853,17
2389,2859,17
2384,2856,17
2387,2849,17
2386,2853,17
2378,2850,18
2379,2852,18
2382,2851,18
2379,2850,18
2379,2850,18
2376,2847,19
2370,2845,19
2371,2845,19
2373,2842,19
2374,2841,19
2371,2832,20
2368,2837,20
2367,2838,20
2369,2834,20
2366,2833,20
2364,2832,21
2365,2831,21
2359,2832,21
2362,2829,21
2363,2834,21
2360,2819,22
2354,2825,22
2361,2819,22
2359,2820,22
2355,2825,22
2352,2825,23
2352,2817,23
2349,2816,23
2349,2814,23
2351,2817,23
2347,2815,24
2348,2815,24
2343,2808,24
2340,2810,24
2343,2813,24
2344,2804,25
2338,2809,25
2335,2805,25
2333,2803,25
2339,2803,25
2339,2801,26
2337,2803,26
2334,2798,26
2332,2794,26
2332,2799,26
2332,2796,27
2329,2798,27
2327,2788,27
2331,2783,27
2322,2789,27
2323,2786,28
2324,2787,28
2321,2786,28
2322,2778,28
2319,2782,28
2313,2784,29
2316,2780,29
2317,2782,29
2317,2775,29
2314,2779,29
2308,2774,30
2311,2773,30
2310,2772,30
2311,2772,30
2309,2772,30
2303,2767,31
2307,2765,31
2302,2767,31
2303,2766,31
2304,2758,31
2300,2763,32
2295,2763,32
2299,2762,32
2298,2761,32
2298,2763,32
2293,2761,33
2291,2753,33
2292,2758,33
2294,2753,33
2294,2755,33
2291,2748,34
2290,2743,34
2290,2744,34
2284,2748,34
2289,2748,34
2286,2739,35
2283,2738,35
2288,2737,35
2281,2741,35
2280,2738,35
2279,2738,36
2279,2731,36
2275,2733,36
2273,2741,36
2282,2742,36
2281,2740,37
2279,2738,37
2278,2736,37
2278,2735,37
2276,2734,37
2273,2722,38
2269,2721,38
2266,2724,38
2267,2718,38
2265,2720,38
2263,2717,39
2263,2717,39
2259,2719,39
2259,2712,39
2260,2712,39
2259,2716,40
2257,2710,40
2255,2709,40
2255,2702,40
2254,2705,40
2250,2706,41
2250,2705,41
2249,2699,41
2244,2705,41
2244,2702,41
2245,2699,42
2246,2701,42
2246,2700,42
2239,2700,42
2241,2697,42
2237,2695,43
2240,2690,43
2239,2690,43
2239,2690,43
2239,2685,43
2230,2688,44
2234,2686,44
2237,2683,44
2232,2690,44
2233,2683,44
2228,2682,45
2225,2678,45
2231,2675,45
2226,2678,45
2224,2679,45
2228,2671,46
2223,2673,46
2221,2672,46
2222,2666,46
2222,2664,46
2219,2668,47
2223,2660,47
2218,2667,47
2217,2667,47
2216,2662,47
2216,2657,48
2214,2655,48
2219,2652,48
2209,2655,48
2211,2658,48
2211,2651,49
2209,2649,49
2211,2647,49
2203,2651,49
2204,2652,49
2206,2653,50
2204,2646,50
2204,2638,50
2196,2644,50
2193,2646,50
2199,2648,51
2198,2646,51
2196,2638,51
2190,2641,51
2189,2640,51
2191,2639,52
2192,2633,52
2193,2631,52
2188,2640,52
2183,2632,52
2181,2632,53
2187,2633,53
2185,2630,53
2186,2623,53
2181,2623,53
2186,2619,54
2178,2623,54
2177,2619,54
2182,2624,54
2180,2614,54
2176,2616,55
2174,2619,55
2170,2616,55
2178,2614,55
2174,2610,55
2172,2609,56
2169,2609,56
2166,2610,56
2171,2610,56
2170,2612,56
2165,2608,57
2159,2604,57
2162,2599,57
2159,2604,57
2162,2602,57
2163,2603,58
2161,2595,58
2154,2596,58
2159,2596,58
2158,2600,58
2158,2599,59
2160,2603,59
2151,2588,59
2155,2592,59
2153,2593,59
2153,2595,60
2150,2592,60
2147,2589,60
2146,2580,60
2145,2586,60
2146,2582,61
2150,2587,61
2142,2584,61
2140,2577,61
2141,2580,61
2141,2575,62
2139,2580,62
2139,2573,62
2142,2566,62
2135,2573,62
2134,2571,63
2136,2573,63
2135,2569,63
2127,2563,63
2127,2569,63
2128,2564,64
2131,2569,64
2131,2567,64
2128,2557,64
2122,2558,64
2121,2559,65
2125,2557,65
2124,2549,65
2123,2550,65
2118,2554,65
2118,2555,66
2120,2553,66
2118,2546,66
2121,2543,66
2114,2550,66
2120,2544,67
2116,2545,67
2113,2544,67
2114,2537,67
2112,2537,67
2110,2537,68
2109,2539,68
2108,2541,68
2108,2542,68
2109,2537,68
2108,2530,69
2100,2530,69
2103,2534,69
2102,2534,69
2103,2532,69
2096,2524,70
2096,2525,70
2095,2528,70
2094,2528,70
2098,2526,70
2097,2520,71
2097,2515,71
2089,2518,71
2093,2519,71
2092,2515,71
2093,2520,71
2087,2516,72
2092,2508,72
2085,2515,72
2084,2513,72
2086,2512,72
2085,2508,73
2084,2510,73
2078,2508,73
2082,2508,73
2082,2509,73
2079,2503,74
2076,2504,74
2077,2501,74
2079,2498,74
2076,2500,74
2076,2499,75
2069,2502,75
2070,2498,75
2068,2494,75
2069,2494,75
2070,2493,76
2067,2490,76
2069,2485,76
2066,2485,76
2063,2489,76
2062,2488,77
2065,2490,77
2064,2484,77
2060,2484,77
2056,2483,77
2061,2483,78
2061,2484,78
2059,2478,78
2057,2473,78
2051,2478,78
2051,2477,79
2049,2475,79
2052,2471,79
2052,2476,79
2049,2470,79
2046,2472,80
2044,2470,80
2049,2470,80
2049,2467,80
2046,2461,80
2043,2464,81
2042,2463,81
2043,2458,81
2039,2461,81
2043,2459,81
2039,2454,82
2037,2455,82
2035,2455,82
2036,2456,82
2038,2460,82
2035,2450,83
2038,2446,83
2032,2449,83
2031,2451,83
2033,2451,83
2030,2449,84
2028,2444,84
2028,2445,84
2027,2447,84
2027,2445,84
2027,2446,85
2022,2435,85
2025,2438,85
2018,2440,85
2023,2440,85
2023,2438,86
2018,2437,86
2019,2433,86
2018,2431,86
2016,2433,86
2016,2430,87
2015,2432,87
2009,2428,87
2009,2430,87
2015,2428,87
2012,2420,88
2011,2418,88
2012,2416,88
2006,2421,88
2008,2426,88
2009,2415,89
2006,2424,89
2000,2417,89
2002,2417,89
2002,2415,89
2003,2419,90
2003,2410,90
1996,2412,90
1997,2412,90
1999,2411,90
2000,2406,91
1997,2405,91
1998,2399,91
1990,2404,91
1993,2405,91
1993,2404,92
1990,2398,92
1993,2394,92
1990,2397,92
1986,2396,92
1988,2398,93
1987,2393,93
1986,2395,93
1983,2393,93
1982,2390,93
1982,2392,94
1981,2394,94
1980,2394,94
1982,2386,94
1976,2386,94
1974,2386,95
1976,2385,95
1978,2385,95
1971,2385,95
1973,2383,95
1970,2381,96
1974,2379,96
1972,2380,96
1971,2378,96
1975,2382,96
1976,2382,97
1975,2381,97
1974,2381,97
1972,2378,97
1973,2377,97
1971,2364,98
1960,2367,98
1961,2368,98
1962,2362,98
1963,2366,98
1958,2361,99
1961,2357,99
1958,2360,99
1958,2364,99
1956,2362,99
1952,2363,100
1950,2357,100
1950,2353,100
1948,2356,100
1949,2355,100
1950,2353,101
1950,2347,101
1952,2347,101
1947,2349,101
1946,2349,101
1946,2350,102
1947,2343,102
1942,2345,102
1940,2343,102
1936,2344,102
1942,2339,103
1939,2341,103
1942,2334,103
1935,2340,103
1934,2339,103
1937,2339,104
1935,2337,104
1937,2336,104
1932,2334,104
1931,2328,104
1929,2330,105
1930,2330,105
1932,2329,105
1930,2328,105
1926,2323,105
1926,2324,106
1925,2324,106
1924,2323,106
1926,2320,106
1922,2320,106
1920,2320,107
1917,2317,107
1922,2316,107
1920,2320,107
1918,2315,107
1921,2309,108
1915,2313,108
1915,2312,108
1916,2314,108
1915,2312,108
1911,2307,109
1913,2306,109
1910,2308,109
1909,2304,109
1913,2302,109
1909,2296,110
1904,2303,110
1904,2301,110
1907,2298,110
1906,2304,110
1905,2299,111
1903,2300,111
1899,2294,111
1899,2294,111
1899,2294,111
1899,2286,112
1901,2290,112
1897,2287,112
1896,2288,112
1894,2288,112
1895,2287,113
1897,2286,113
1894,2289,113
1891,2293,113
1888,2283,113
1886,2282,114
1891,2277,114
1891,2274,114
1890,2272,114
1888,2275,114
1884,2275,115
1889,2274,115
1882,2278,115
1881,2272,115
1883,2268,115
1880,2269,116
1881,2269,116
1880,2264,116
1881,2262,116
1872,2269,116
1872,2265,117
1880,2264,117
1877,2264,117
1876,2264,117
1869,2260,117
1870,2259,118
1877,2259,118
1869,2259,118
1870,2260,118
1871,2259,118
1865,2255,119
1873,2259,119
1862,2253,119
1865,2251,119
1865,2247,119
1862,2247,120
1865,2243,120
1858,2248,120
1860,2246,120
1862,2242,120
1858,2242,121
1856,2241,121
1854,2243,121
1852,2240,121
1857,2242,121
1854,2235,122
1853,2237,122
1849,2236,122
1848,2238,122
1851,2237,122
1852,2234,123
1848,2237,123
1845,2235,123
1844,2233,123
1845,2230,123
1845,2231,124
1845,2231,124
1839,2232,124
1841,2226,124
1838,2226,124
1842,2224,125
1841,2221,125
1839,2218,125
1839,2218,125
1840,2217,125
1836,2216,126
1836,2216,126
1838,2211,126
1833,2213,126
1828,2212,126
1830,2212,127
1830,2211,127
1832,2208,127
1829,2212,127
1824,2206,127
1828,2206,128
1827,2205,128
1827,2207,128
1824,2201,128
